"ID","CAT","COMPANY_NAME","EMAIL","ADDRESS","CITY","STATE","ZIPCODE","PHONE_NUMBER","FAX_NUMBER","SIC_CODE","SIC_DESCRIPTION","WEB_ADDRESS"
"234603","Y","Yonart Artistic Mirrors","sales@yonart.com","130 E Jefryn Blvd # C","Deer Park","NY","11729-5724","6312427956","6312427956","571924","Mirrors","www.yonart.com"
"234604","D","Daniel Gale MacCrate Rl Est In","lillianhaug@danielgale.com","267 Sea Cliff Ave","Sea Cliff","NY","11579","5167596822","null","6531","Real Estate","null"
"234605","P","Preferred Mortgage Corporation","jupiterogrande@yahoo.com","595 Blossom Road","Rochester","NY","14610","585288293011","-","616299","Mortgage Banker","NAMB"
"234606","I","International Aids Vaccine","kmoore@iavi.org","110 William St","New York","NY","10038-3901","2128471112","2128471111","839998","Non-Profit Organizations","www.iavi.org"
"234607","R","Red Carpet Realty","home-evaluation@redcarpetrealty.com","39 Frederick St","Binghamton","NY","13901-2484","6072319431","6077234500","653118","Real Estate","www.redcarpetrealty.com"
"234608","M","MICHAEL J. N. BOWLES PHOTOGRAPHY","rich@blueion.com","460 W 46th St #2","NEW YORK","NY","10035","8437248400","null","7221","Photographers","BBLR.NET^^BORABORALAGOONRESORT.NET^^CHARLESTONHEARTANDSOUL.COM^^CHARLESTONPLACESHOPS.COM^^CHARLESTON"
"234609","A","Audrelli","kaukaras@optonline.net","2809B Merrick Road","BAYVILLE","NY","11709","5168268748","5168264049","7389","Business Services NEC","KAUKARAS.COM"
"234610","s","sobotta","jpackard@wave3online.com","45 laurel ave","ROSLYN HEIGHTS","NY","11577","5166711515","5166711515","737101","Computer Services","NEWVILLAGEPARTY.ORG"
"234611","R","Romolo''s Restaurant","info@dineromolos.com","77 S Route 303","Congers","NY","10920-2470","8452675428","8452683770","581208","Restaurants","www.dineromolos.com"
"234612","B","Brian Loxley Speech Studio","brian@loxleyspeechstudio.com","51 E 42nd St","New York","NY","10017-5404","2126821445","2126821445","804925","Speech Pathologists","www.loxleyspeechstudio.com"
"234613","F","F S Marino Realty Inc","mabdelshaheed@mlslirealtor.com","3706 30th Ave","Astoria","NY","11103","7182784881","null","6531","Real Estate","null"
"234614","C","Cecile Andrews Realtor","andrewsvtt@aol.com","18413 140Th Ave","Laurelton","NY","11413","7189785700","-","6531","Real Estate","NAMB"
"234615","B","Bronx Council On The Arts Inc","redjetta@excite.com","1738 Hone Ave","Bronx","NY","10461-1486","7184096445","7189319500","841201","Museums","www.bronxarts.org"
"234616","N","No Kneecap Productions","robin.hopkins@mtvstaff.com","428 W 48th Street - apt 3rw","NEW YORK","NY","10035","2128475377","null","738999","Business Services Nec","NOKNEECAP.COM"
"234617","P","Prudential First Properties","denby@dreamscape.com","340 Main St","Oneida","NY","13421-2125","3153635533","null","6531","Real Estate","null"
"234618","A","Acdion Technologies llc","bhavnishd@yahoo.com","43 Peppermint Road -  G","COLD SPRING HARBOR","NY","11724","6314632100","null","873110","Technology Assistance Programs","ACDION.COM"
"234619","E","Empress Travel","ferntravel@aol.com","1022 Main Street","Holbrook","NY","11741","6319810700","6319810129","4724","Travel agents","null"
"234620","C","Clubhouse Restaurant","wsbufm@sbu.edu","2606 W State St Route 417","St Bonaventure","NY","14778 0000","7163752005","7163752412","581208","Restaurants","www.sbu.edu"
"234621","L","Layne Christensen Co","resume@laynechristensen.com","State Route 30","Schoharie","NY","12157 0000","2622464784","5182958288","494103","Water Supply Systems","www.laynechristensen.com"
"234622","K","KC Management","kellynyc@earthlink.net","524 E. 11st - NY","NEW YORK","NY","10008","2125391939","null","8999","Services NEC","djsmash.com"
"234623","K","KERN Corp","kern.hk@kerntranslations.com","230 Park Ave # 1517","New York","NY","10169-1518","2129532073","2129532070","738920","Translators & Interpreters","www.e-kern.com"
"234624","R","R Wireworks Inc","awedge@rwireworks.com","517 Baldwin St","Elmira","NY","14901-2225","6077348859","6077337169","254209","Display Fixtures & Materials-Mfrs","www.rwireworks.com"
"234625","W","Wingsoe & Associates","wingsoe@ureach.com","108 east 38th Street - #500","NEW YORK","NY","10015","2125048081","null","861102","Associations","6STORES.COM^^8STORES.COM^^SIXSTORES.COM^^THEWNETWORK.COM^^TW"
"234626","G","George Rycar PC","info@grycar.com","220 E 63rd St # Le","New York","NY","10021-7658","2123198035","2128889649","871202","Architects","www.grycar.com"
"234627","U","US Post Office","earl.c.artis@usps.gov","9711 Carousel Ctr","Syracuse","NY","13290-9211","2567284493","3154664009","431101","Post Offices","www.usps.com"
"234628","C","Computers","odeondist@aol.com","33-25 84th Street","JACKSON HEIGHTS","NY","11372","5163341351","null","737101","Computer Services","ODEONDISTRIBUTORS.COM"
"234629","C","China Wok","Jau Lu@chinawokonline.com","1815 Western Ave","Albany","NY","12203-4601","NULL","5184566667","581208","Restaurants","NULL"
"234630","F","Financial Training Group","tomcar1@mindspring.com","1889 Palmer Ave;","LARCHMONT","NY","10538","9148344555","null","628205","Financial Planning Consultants","thomascarlin.com"
"234631","V","Visual Systems Design","offstage@mindspring.com","3 Hudson View Hill","OSSINING","NY","10562","9147624658","9149415605","7389","Business Services NEC","WMSEA.COM"
"234632","M","Montefiore Medical Center","elaine.brennan@montefiore.org","111 East 210th Street","Bronx","NY","10467-2401","7186522161","718-920-4321","8062","General Medical and Surgical Hospitals","NULL"
"234633","P","Prudential First Properties","smoyer@prudentialfirstproperties.com","6875 E. Genesee St.","Fayetteville","NY","13066","3154464681218","-","653118","Real Estate","NAMB"
"234634","R","Roswell Park Cancer Institute","michael.snusz@roswellpark.org","Elm And Carlton St","Buffalo","NY","14263-0001","NULL","7168452300","806202","Hospitals","www.roswellpark.org"
"234635","M","Mad Mindz","arrows@cwjamaica.com","Linton Phillip","BROOKLYN","NY","11212","8769282941","null","365204","Records Tapes Discs","ARROWSRECORDING.COM"
"234636","B","Benchemark Printing Inc","steve@benchemark.net","1890 Maxon Rd Ext","Schenectady","NY","12308-1149","5183721336","5183931361","275202","Printers","www.benchemark.net"
"234637","H","Hochman; Alan","alanhochman@hotmail.com","35 West 18 Street","NEW YORK","NY","10023","null","null","7359","Audio-Visual equipment","AUDIOMAT.COM^^DIGIMAT.COM^^DOCUMAT.COM^^EPKNET.COM^^FORTHEPRESS.COM^^FREE2WISH.COM^^FREE2WISH.NET^^M"
"234638","S","Sample Central","wisera@cheerful.com","585 West End Avenue #3F","NEW YORK","NY","10023","2123622191","null","737904","Computers","NETSAPIENT.COM"
"234639","S","Salvatore''s Pizza","Michael@salvatores.com","1324 Dewey Ave","Rochester","NY","14613-1126","5854582424","5854586690","581222","Pizza","NULL"
"234640","R","RLM Websites.com","indianajonestd@aol.com","10 East Main Street  suite141","EAST ISLIP","NY","11730","null","null","737415","Internet Service","IMAGECASTFILMS.COM"
"234641","G","Greater New York Soccer","spera22@aol.com","96 Clearmeadow Dr","UNIONDALE","NY","11553","5167352277","5167352288","794198","Professional Sports Clubs & Promoters","ladyriders.com"
"234642","P","Pinnacle Technology Partners Inc","webmaster@ptpi.com","310 Rutledge Avenue","HAWTHORNE","NY","10532","9142486891","9142487613","8999","Services NEC","13columns.com"
"234643","B","Bay Benjamin Real Estate Inc","m4global@aol.com","21289 26th Ave","Bayside","NY","11360","7183729000","null","653118","Real Estate","YOURCHOICEMORTGAGE.NET"
"234644","C","Chisholm Larsson Gallery","jerry@panix.com","145 8th Ave","NEW YORK","NY","10010","2127411935","2127412414","738999","Business Services Nec","CHISHOLM-POSTER.COM"
"234645","W","Westchester Broadway Theatre","dcunningham@ibm.net","1 Broadway Plaza","DOBBS FERRY","NY","10522","null","null","738999","Business Services Nec","broadwaytheatre.com"
"234646","S","Sulzberger Associates","onr+def@netmonger.net","79 Lewis Parkway","YONKERS","NY","10704","9149682529","null","8999","Services NEC","defbox.com"
"234647","V","VF Factory Outlet","rhoffman@readingeagle.com","655 State Route 318 # 33","Waterloo","NY","13165-5533","8654292886","3155396500","565101","Clothing-Retail","www.vffo.com"
"234648","M","Modern Art Foundry Inc","jeffery.spring@typeart.com","1870 41st St","Long Island City","NY","11105-1025","7182670819","7187282030","399903","Manufacturers","NULL"
"234649","L","Law Offices of Myron Teluk","betdin2001@yahoo.com","299 Broadway Suite 800","NEW YORK","NY","10006","2123745811","null","653118","Real Estate","MERIDIANCAPITALVSZLOTOWITZ.COM^^MERIDIANVSZLOTOWITZ.COM^^ZLOTOWITZVSMERIDIAN.COM^^ZLOTOWITZVSMERIDIA"
"234650","P","Palmyra Village Cemetery Ofc","taxcollector@palmyrany.com","144 E Main St","Palmyra","NY","14522-1018","3155979606","3155974849","912104","Government Offices-City, Village & Twp","Village & Twp"
"234651","E","EHIGHEREDUCATION; INC","dan@ehighereducation.com","575 MADISON AVE FL 3","NEW YORK","NY","10021","7344878409","null","829926","Educational Coop Organizations","null"
"234652","F","Falls Earth Station","jerry@fallsearth.com","6946 Rte 20","MC CONNELLSVILLE","NY","13401","3158931826","null","822101","Schools","DIGITALXTREME.CC^^DIGITALXTREME.TV^^FALLSEARTH.TV^^FALLSEARTHSTATION.TV^^UNIVERSITYDIGITAL.TV"
"234653","E","ERIC KLAUS FISCHER PHOTOGRAPHY","ekfphoto@bellatlantic.net","237 W. 20th St. Apt.3C","NEW YORK","NY","10010","6463360708","6463360708","7221","Photography","EKFPHOTO.COM"
"234654","B","Block & Lot Real Estate & Mgmt","jgjang@hanmail.net","3610 Main St; Second Floor","Flushing","NY","11354","7187622288","null","6531","Real Estate","null"
"234655","E","EFLS","Joann@efls.net","545 8th Ave # 401","New York","NY","10018-4341","2127141453","2123300300","738903","Paging & Answering Service","NULL"
"234656","F","Fastenal Co","arjon@stores.fastenal.com","29 Bloomingburg Rd","Middletown","NY","10940-8426","2057526101","8453614551","507205","Fasteners-Industrial (Wholesale)","www.fastenal.com"
"234657","S","Siemens Building Technologies","jobs@siemens.co.th","6075 E Molloy Rd # 4","Syracuse","NY","13211-2134","6312181009","3154372726","171117","Air Conditioning Contractors & Systems","www.siemens.com"
"234658","c","chool for Improvisational Music","ralpa5567@aol.com","138 Cambridge Ave","NEW YORK","NY","11102","7189327434","null","573609","Music Dealers","SCHOOLFORIMPROV.ORG"
"234659","D","Diversified Health Systems","hklein@dhsystems.com","201 West Merrick Road","FREEPORT","NY","7728","7323350330","null","805102","Health Care Facilities","DHSYSTEMS.COM"
"234660","U","US Filter","information.water@siemens.com","6713 Collamer Rd","East Syracuse","NY","13057-3711","2393346957","3154543131","738984","Water Treatment Equip Svc & Supls","www.usfilter.com"
"234661","P","Prudential RR Ragette Inc","cbuccheri@ragette.com","2 Park Pl","Bronxville","NY","10708-4131","9143372629","9143372950","653118","Real Estate","www.ragette.com"
"234662","T","Taylor Warner Realty Corp","stacey@taylorwarner.com","101 7th St","Garden City","NY","11530-5794","5167414411","5167414422","653118","Real Estate","www.taylorwarner.com"
"234663","S","Saint Vincents Catholic Medical CenterYork","mgreaker@cmcny.com","95-25 Queens Blvd 15 Dept.3rd floor","ELMHURST","NY","11373","7188302693","7188302743","8661","Religious organizations","svcmcny.org"
"234664","G","Glendaal Elementary School","wlydon@sgcsd.net","774 Sacandaga Rd","Scotia","NY","12302-6027","5183821203","5183821201","821103","Schools","www.sgcsd.net"
"234665","M","Mohegan Lake Motors Inc","barry.rost@moheganlakemotors.com","1791 E Main St","Mohegan Lake","NY","10547-1356","9145280132","9145288076","551102","Automobile Dealers-New Cars","NULL"
"234666","W","WILKINSON; MICHAEL","mwilk99@aol.com","8112 brewerton rd","CINCINNATUS","NY","13040","3156980435","null","569947","Apparel & Garments","APPARELPROMOTIONS.COM"
"234667","E","Episcopal Diocese Of New York","mailtmachoh@aol.com","30 Pine Grove Ave","Kingston","NY","12401-5408","2123167431","8453381086","866107","Churches","www.dioceseny.org"
"234668","L","Lloyds Agent Surveyors Mclaren","radcock@vericlaiminc.com","2nd Fl.","Ithaca","NY","60606-6398","607-257-4146","607-257-1000","7372","Prepackaged Software (mass reproduction of software)","NULL"
"234669","O","Owners Club Realty Corp","sudishavah@aol.com","3306 Ditmars Blvd","Astoria","NY","11105","7189565757","null","6531","Real Estate","null"
"234670","S","Starrett City Associates","jheyma1@ibm.net","767 5th Avenue - 26th Floor","NEW YORK","NY","10153","2127577333","2125822766","861102","Associations","PINNACLE-NY.COM"
"234671","M","Mooney Bay Marina","jwyand@primelink1.net","15 Mooney Bay Dr","Plattsburgh","NY","12901-5459","5185639044","5185632960","555104","Boat Dealers Sales & Service","www.mooneybay.com"
"234672","B","Bramers Trailer Sales; Inc.","rick@bramers.com","2489 Route 19","WALWORTH","NY","14568","7167862580","7167862928","5311","Retail shops","bramers.com"
"234673","P","Path Computer Systems; NY;","cnewell@pathcomputer.com","Box 1769","GOSHEN","NY","10924","8454773001","null","573407","Computer & Equipment Dealers","CRAIGNEWELL.BIZ^^CRAIGNEWELL.INFO^^CRAIGNEWELL.NET"
"234674","K","Kevin Poynter","thetimessquarephotographer@hotmail.com","351 Broadway","NEW YORK","NY","10013","2126993827","null","7221","Photography","timessquarephototours.com"
"234675","W","Weichert Realtors","jcocola@weichert.com","83 Purchase St","Rye","NY","10580","9149670460","null","6531","Real Estate","null"
"234676","K","Kree Technologies","info@e-connected.com","625 State Route 3 # 3","Plattsburgh","NY","12901-6530","5185621198","5185625733","384104","Physicians & Surgeons Equip & Supls-Mfrs","www.kreetech.com"
"234677","J","JPJ Electronic Communication","wendy@fmcom.com","1 W Whitesboro St","Yorkville","NY","13495-1635","3157334925","3157338495","506504","Radio Communication Equip & Systems-Whol","www.jpje.com"
"234678","N","North Shore Middle School","robert_lablanc@northshore.k12.ny.us","505 Glen Cove Ave","Glen Head","NY","11545-1496","5167050324","5167050300","821103","Schools","www.northshore.k12.ny.us"
"234679","S","Stephen Jablonsky","acrocker3@yahoo.com","29 John Street Suite 1203","NEW YORK","NY","10038","2123742265","2122084595","729903","Escort Service","A-IIIHOLDINGS.COM"
"234680","L","Labor Ready Inc","investorrelations@laborready.com","934 State St","Schenectady","NY","12307-1520","7575957496","5183469647","736103","Employment Agencies & Opportunities","www.laborready.com"
"234681","E","Earthday NY Telemanagement","askus@fantasticfoods.com","201 E 42nd St # 3200","New York","NY","10017-5704","2129221936","2129220048","864105","Environmental Conservation/Ecologcl Org","www.earthdayny.org"
"234682","C","Century 21 Benjamin","kitwu88@yahool.com","10816 72nd Ave","Forest Hills","NY","11375","7182631600","null","6531","Real Estate","null"
"234683","I","Impress Design & Interactive","chronisca@earthlink.net","162 E 82nd Street Ste 3A","NEW YORK","NY","10028","2127178737","2127178737","152106","Designers","IMPRESSDESIGN.COM"
"234684","K","KravitzSusan","gnittolo@thorn.net","330 East 38th Street Apt 16A","NEW YORK","NY","10015","2126611363","null","594716","Party Supplies","studionyc.com"
"234685","C","Contours Express","Mcvea@contoursexpress.com","65 Merrick Rd","Amityville","NY","11701-3458","NULL","6312647800","799101","Health Clubs Studios & Gymnasiums","NULL"
"234686","A","Arc Of Chemung County","mto@chemungarc.org","525 Liberty St","Elmira","NY","14904-1517","6077375151","6077375140","839998","Non-Profit Organizations","www.chemungarc.org"
"234687","G","Gymboree","japan_orders@gymboree.com","431 Eastview Mall","Victor","NY","14564-1041","2055628840","5854259970","564103","Childrens & Infants Wear-Retail","www.gymboree.com"
"234688","E","Environmental Health","renae.kimble@niagaracounty.com","5467 Upper Mountain Rd","Lockport","NY","14094-1895","7164397440","7164397444","951103","County Government-Environmental Programs","www.niagaracounty.com"
"234689","M","Mirrorfair","rsi_sac@ix.netcom.com","1495 Third Avenue","NEW YORK","NY","10028","2122885050","2127727936","5719","Glass & mirrors","MIRRORFAIR.COM"
"234690","E","Elmira College","bmcgrane@elmira.edu","1 Park Pl","Elmira","NY","14901-2099","6077351712","6077351800","822101","Schools-Universities & Colleges Academic","www.elmira.edu"
"234691","B","Bon Temps","ajsavino@inetmail.att.net","19 Oliver St 3rd Floor","NEW YORK","NY","10038","2127323921","2127321874","175299","Floor Laying Contractor","BONTEMPSNY.COM"
"234692","N","New Media Entertainment","root4566@earthlink.net","null","NEW YORK","NY","10015","6024966505","null","792217","Entertainment Producers","MALLSOURCE.COM"
"234693","D","Dyer Designs","dyerwolf@optonline.net","5 4th St","WEST BABYLON","NY","11707","5166280133","null","8999","Services NEC","DYERDESIGNS.ORG^^EJSGARAGESALE.COM^^JOHNGIOR.COM^^NEWYORKELECTROLYSIS.COM"
"234694","L","LSC Restaurant Management Group","mheld@toscorp.com","127 Seventh Avenue","NEW YORK","NY","10010","2124621000","null","581208","Restaurants","centolire.com"
"234695","M","M & T Bank","Michael_Keegan@mandtbank.com","1769 Route 52","Fishkill","NY","12524-3237","NULL","8454402952","602101","Banks","NULL"
"234696","C","Coldwell Banker Residential","angel.schmitt@coldwellbanker.com","227 Main St","Huntington","NY","11743","6314257900","null","6531","Real Estate","null"
"234697","U","US Post Office","dmmadvisory@usps.com","307 Main St","Johnson City","NY","13790-9998","2567284493","6077294066","431101","Post Offices","www.usps.com"
"234698","S","Subway Sandwiches & Salads","robbyj9@aol.com","76 North St","Auburn","NY","13021-2504","2053307822","3152534507","581208","Restaurants","www.subway.com"
"234699","B","Bee Group Newspapers","tmeaser@beenews.com","5564 Main Street","BUFFALO","NY","14220","7166324700","7166338601","8999","Services NEC","CHEEKTOWAGABEE.COM^^CLARENCEBEE.COM^^DEPEWBEE.COM^^KENTONBEE.COM^^LANCASTERBEE.COM^^REALAMHERSTBEE.C"
"234700","N","Nations Best Wholesale Deli Co","Ira.Rosner@huntspoint-trade.com","D7 Hunts Point CO Op Mkt","Bronx","NY","10474-7501","NULL","7183285270","514704","Meat-Wholesale","NULL"
"234701","S","St Aidens Church","ghunter@hunterinformation.com","null","WILLISTON PARK","NY","11596","5167466585","null","8661","Religious organizations","staidanparish.org"
"234702","P","Pet Care Consultants","doggiesmarts@aol.com","8555 67th Drive","Floral Park","NY","11001","7188966979","null","075210","Animal services","petcareconsultant.com"
"234703","R","Realty Resource Cafe Inc.","sade@ortc.com","14 East 1st Street","Mount Vernon","NY","10550","9146654663","null","6531","Real Estate","null"
"234704","K","Kaufman Furs Inc","form2@kaufmanfurs.net","208 W 29th St","New York","NY","10001-5206","2122447845","2125640050","563202","Fur Business-Retail","www.kaufmanfurs.com"
"234705","P","Prudential Douglas Elliman Re","diane.klusner@prudentialelliman.com","2314 Merrick Rd","Merrick","NY","11566","51662345000","-","653118","Real Estate","NAMB"
"234706","A","Abbio Foods","dlm604@yahoo.com","632 State St","Watertown","NY","13601","3157791437","null","203204","Food Specialties","ABBIOFOODS.COM"
"234707","M","Mayer Company CPA's","romayer@mayercpacom","100 East Jeffryn Blvd. - Suite J","CORAM","NY","null","6312433200","null","872101","Accountants","BOOKKEEPERONLINE.COM^^OCEANDUNESAPARTMENTS.COM"
"234708","K","Kul Design","jinkul@yahoo.com","143-21 38th Ave. Apt. 1A","FLUSHING","NY","11352","7189614619","null","8999","Services NEC","kuldesign.com"
"234709","H","H & R Block Tax Svc","payroll@hrblock.com","1770 Central Ave","Albany","NY","12205-4755","9185402156","5184561566","822298","Junior Colleges & Technical Institutes","www.hrblock.com"
"234710","H","Hampton Water Craft","heidi.aho@hamptonwatercraft.com","44 Newtown Rd","Hampton Bays","NY","11946-1432","6312880473","6317288200","555104","Boat Dealers Sales & Service","www.hamptonwatercraft.com"
"234711","R","RE/MAX Associates","carnell@clarityconnect.com","2377 North Triphammer Road","Ithaca","NY","14850","6072576866","null","6531","Real Estate","null"
"234712","P","Penn Yan United Methodist Chur","dthurston2@aol.com","166 Main St","Penn Yan","NY","14527-1201","5175422736","3155366711","866107","Churches","www.gbgm-umc.org"
"234713","C","CTC LLC C-O IMAGING NETWORK CENTER","ejfelice@yahoo.com","105 Corporate Park Drive #112","WEST HARRISON","NY","10604","9146827895","9146827897","737904","Computers","allpartyneeds.com"
"234714","A","AA Truck Renting Corp","shopfax@northstate.net","2890ReviewAve&29thStreet","NEW HYDE PARK","NY","11099","3368834712","null","899999","TRUCKING SERVICES","AATRUCK.COM"
"234715","L","Linwood Health Care Ctr","lanthon@elderwood.com","1818 Como Park Blvd","Lancaster","NY","14086-2824","7166485670","7166836165","805101","Nursing & Convalescent Homes","www.elderwood.com"
"234716","G","GIFTED RECORDS","realkingcharles@aol.com","1919 Madison Avenue Suite 425","NEW YORK","NY","10035","2125910868","2129877987","594515","Baskets","GIFTEDRECORDS.COM^^GIFTEDSOULSPUBLISHING.COM"
"234717","P","Prudential Douglas Elliman","cindy.junior@pdetitle.com","781 Old Country Rd","Plainview","NY","11803-4907","6317659644","5166812600","653118","Real Estate","www.prudentialelliman.com"
"234718","R","Randolph Properties","williammenin@randolphproperties.com","95 Katonah Ave","Katonah","NY","10536","9142329009","null","6531","Real Estate","null"
"234719","X","XXXBuster.com","nydayspa@aol.com","111 East 14th street - PMB 204","NEW YORK","NY","10003","2122547722","2125053560","729903","Escort Service","NYDAYSPA.COM"
"234720","C","Complete Computer Services of New York","dobrien@optonline.net","PO Box 389","ROCKVILLE CENTRE","NY","11570","5165943050","null","573407","Computer & Equipment Dealers","ccsnewyork.com"
"234721","E","Esoteric Consultations  T/as The Awareness Sho","anton@awarenessshop.com","180MainSt(Route299","MID HUDSON","NY","12555","8452555756","8452555457","871111","Engineers","AWARENESSSHOP.COM"
"234722","S","St Saviour High School","judy.fallon@axa-financial.com","588 6th St","Brooklyn","NY","11215-3702","7183692688","7187684406","821103","Schools","www.stsaviour.org"
"234723","H","Hopkins; Gerard","info@intervestments.com","32-21 214th Place","BAYSIDE","NY","11360","6192361817","6196966071","738913","Appraisers","mypicturepersonals.com"
"234724","A","Arash Real Estate & Mgmt","grandmatnt@aol.com","25112 Northern Blvd","Little Neck","NY","11362-1343","7182790300","null","6531","Real Estate","null"
"234725","S","Sea Crest Real Estate","hmoore@mlslirealtor.com","200 W Main St","Babylon","NY","11702","6316691700","null","6531","Real Estate","null"
"234726","D","Dee Baptista","debuchan@twcny.rr.com","170 North Street - P.O. Box 139","DRYDEN","NY","13053","6078448929","null","866107","Churches","DEBUCHAN.NET"
"234727","T","Tonawanda Police Headquarters","engineer@ci.tonawanda.ny.us","200 Niagara St","Tonawanda","NY","14150-1003","7166956030","7166922121","922104","Police Departments","www.ci.tonawanda.ny.us"
"234728","V","VolpeRealty","pgallagher@appleseedrlty.com","3836RichmondAve","StatenIsland","NY","10312","null","null","653118","Real Estate","null"
"234729","N","Niagara Falls Memorial Med Ctr","anthony.zito@nfmmc.org","621 10th St","Niagara Falls","NY","14301-1813","716-284-7645","716-278-4000","8062","General Medical and Surgical Hospitals","NULL"
"234730","R","RE/MAX Central","cderubis@mlslirealtor.com","2545 Hempstead Tpke; Suite 100","East Meadow","NY","11554","5167312700","null","6531","Real Estate","null"
"234731","M","MARCUS","tmojlm@erols.com","100 LAWRENCE DRIVE","HAUPPAUGE","NY","11788","6173677409","null","753804","Automobile Motor Rebuilding","FINANCIALWEBPLAN.COM^^FINANCIALWEBPLANNER.COM"
"234732","M","Maxie's Supper Club","chickendewi@maxies.com","635 W State St","Ithaca","NY","14850-3307","6072724136","6072724136","581208","Restaurants","www.maxies.com"
"234733","A","Amherst Baptist Church - Terry Robertson","abc@amherstbaptistchurch.org","100 Willow Ridge Drive","BUFFALO","NY","14228","7166919458","null","8661","Religious organizations","AMHERSTBAPTISTCHURCH.ORG"
"234734","H","Hornblower","pbch@home.com","20 Broad Street","NEW YORK","NY","10005","2124256800","null","175299","Floor Laying Contractor","HFNY.COM"
"234735","S","Silver Screen Video","Yelane@silverscreenbainbridge.com","11205 Jamaica Ave","Jamaica","NY","11418-2452","NULL","7188493311","784102","Video Tapes & Discs-Renting & Leasing","NULL"
"234736","C","Coldwell Banker King George Realty","larrydee@empireone.net","4613LakeShoreDrive","Bolton Landing","NY","12814","5186965580","null","653118","Real Estate","ADIRONDACKMOUNTAINPROPERTY.COM"
"234737","B","Bev's Salon Atelier","goldaj@pbcpny.com","95 Lafayette Avenue","Suffern","NY","10901","8453698268","null","723106","Beauty Salons","null"
"234738","A","Asim Rizvi","hust786@flashcom.net","208-15HillsideAve","BELLEROSE","NY","11426","7187768099","7187768099","871111","Engineers","FAQCONSULTING.COM^^FIXINGU.COM"
"234739","S","Subway Sandwiches & Salads","jlgt@sbcglobal.net","721 Court St # 4196","Binghamton","NY","13904-2739","2053307822","6077752037","581208","Restaurants","www.subway.com"
"234740","C","Coldwell Banker Prime Prop.","ellencarr@aol.com","3750 Monroe Ave","Pittsford","NY","14534-1302","5854199500","null","6531","Real Estate","null"
"234741","S","Subway Sandwiches & Salads","kevin1susan2@yahoo.com","105 Dryden Rd","Ithaca","NY","14850-4627","4355864338","6072770649","581208","Restaurants","www.subway.com"
"234742","R","Roadway Express Inc","rexaccounts.payable@roadway.com","151 Falso Dr","Syracuse","NY","13211-2150","8153980164","3154552481","421309","Trucking-Motor Freight","www.roadway.com"
"234743","N","National Learning Center","passbook@northeast.net","212 Michael Dr","STONY BROOK","NY","11790","5169218888","null","8211","Schools","PASSBOOKS.COM"
"234744","A","A &W ENERGY AND TECHNICAL SERVICES","awcc@aol.com","235th Street","CAMBRIA HEIGHTS","NY","11411","7187120012","7183418993","8999","Services NEC","AWENERGY.COM"
"234745","W","Wedi Realty Corp","wedius@yahoo.com","3609 Main St; Suite 5B","Flushing","NY","11354","7184457140","null","6531","Real Estate","null"
"234746","C","Central Machining Specialties","nick.lore@centralgear.com","45 Edison Ave","West Babylon","NY","11704-1007","6314916452","6314916442","508425","Machine Tools (Wholesale)","NULL"
"234747","c","carolbunevich","carolbunevich@aol.com","8NorthgtRd","NEWYORK","NY","10023","2125803492","2125803501","9999","Unclassified","ASKMINH.COM"
"234748","C","Coldwell Banker Your Home Realty","cjgatyhr@aol.com","2170 Merrick Ave","Merrick","NY","11566","5168674600","null","6531","Real Estate","cgleasonlimls@raltor.com"
"234749","B","Buyer's Edge Realty; Inc.","gsbuyersagent@aol.com","104 S Broadway","Tarrytown","NY","10591","9143327100","null","6531","Real Estate","buyersedgerealty.com"
"234750","M","Marek & Assoc Inc","donna@marekandassociates.com","508 W 26th St # 12","New York","NY","10001-5504","2122060253","2129246760","733501","Photographers-Commercial","www.marekandassociates.com"
"234751","B","Baskin-Robbins","K-Quartaro@baskinrobbins.com","1079 Walt Whitman Rd","Melville","NY","11747-3005","NULL","6315493121","581203","Ice Cream Parlors","NULL"
"234752","R","R House Era","janine.robinson@huntrealestate.com","26 Perinton Hills Mall","Fairport","NY","14450-3621","7168324887","5853881400","653118","Real Estate","www.r-house.com"
"234753","P","Papa John''s Pizza","SRQuestions@papajohns.com","741 Maiden Ln","Rochester","NY","14615-1229","6168278719","5858657000","581208","Restaurants","www.papajohns.com"
"234754","D","Dominican Sisters Family Hlth","VHanarahan@dsfhs.org","299 N Highland Ave","Ossining","NY","10562-2327","NULL","9149411951","836101","Senior Citizens Service Organizations","NULL"
"234755","U","US Post Office","susan.k.litterly@usps.gov","21 Elm St","Potsdam","NY","13676-9998","6099271254","3152658614","431101","Post Offices","www.usps.com"
"234756","F","Fried Epstein & Rettig","info@fried-epstein.com","1350 Broadway # 1400","New York","NY","10018-0925","2122687111","2122687111","811103","Attorneys","www.fried-epstein.com"
"234757","O","Ontario County Attorney","county.administrator@co.ontario.ny.us","27 N Main St # 4","Canandaigua","NY","14424-1447","5853968818","5853964411","922203","County Government-Legal Counsel","www.co.ontario.ny.us"
"234758","E","Eastern Appraisal","Ruzow@easternappraisal.com","351 Manville Rd # 105","Pleasantville","NY","10570-2166","9147698802","9147478555","653116","Real Estate Appraisers","NULL"
"234759","T","T & C Power Conversion Inc","cleong@tucker.com","110 Halstead St","Rochester","NY","14610-1952","5854828487","5854825551","873106","Electronic Research & Development","www.tcpowerconversion.com"
